City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Pune,0.4140137050305638,64,13,8,Saree/Traditional,Cast Iron,Pastel,None,Mobile Oil Change,35948.67407112859,1
Bangalore,0.3,63,14,1,Casual,Traditional,Pastel,Battery Monitor,SOS,27090.327396694694,1
Bangalore,2.148572576941921,69,8,8,Saree/Traditional,Traditional,Monochrome,Dashcam,SOS,45201.18898547856,1
Mumbai,0.3376999435546245,36,6,6,Saree/Traditional,Cast Iron,Pastel,OBD,AC Clean,15534.05138502194,1
Ahmedabad,0.46665732175466157,30,1,4,Casual,Cast Iron,Monochrome,OBD,SOS,16540.86179664037,0
Hyderabad,0.5865387722725403,59,8,8,Casual,Smart Electric Pan,Vibrant,OBD,AC Clean,23387.018836676805,1
Pune,2.4479675542143133,38,13,3,Casual,Traditional,Monochrome,None,None,62416.08342134324,1
Delhi,1.4960299802469135,54,3,4,Casual,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,31970.50955544782,1
Ahmedabad,1.779244784661228,44,12,6,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,None,47869.42196602332,1
Ahmedabad,1.317700527347237,69,8,7,Casual,Cast Iron,Monochrome,Battery Monitor,SOS,34150.144414627095,1
Bangalore,0.8388676732792598,46,14,4,Casual,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,39923.49100404968,1
Mumbai,0.1,37,12,4,Casual,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,47557.58820154423,1
Mumbai,0.3,42,1,7,Saree/Traditional,Traditional,Vibrant,None,None,13142.851257406925,1
Pune,0.542829928742103,23,14,6,Casual,Cast Iron,Monochrome,None,AC Clean,33434.75465788543,1
Bangalore,1.6397851075568886,53,11,8,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,46465.01607704604,1
Ahmedabad,0.385646861503932,19,9,1,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,AC Clean,30899.89198955136,1
Hyderabad,1.086551118502876,39,11,10,Saree/Traditional,Cast Iron,Vibrant,OBD,None,34720.39108023731,1
Bangalore,1.113892593386753,49,3,7,Saree/Traditional,Smart Electric Pan,Monochrome,None,None,18915.324470344513,1
Pune,0.8828027979977028,33,4,7,Western Formal,Smart Electric Pan,Pastel,Dashcam,AC Clean,19092.919043127862,1
Pune,0.3,35,1,7,Casual,Traditional,Monochrome,Dashcam,None,12404.816522932508,1
Bangalore,0.8226426652867844,22,9,7,Saree/Traditional,Traditional,Pastel,None,Mobile Oil Change,30024.785182273474,1
Pune,0.7050189738405087,53,0,10,Casual,Traditional,Monochrome,OBD,None,13259.344424823847,1
Bangalore,1.2968639179726191,47,6,10,Saree/Traditional,Traditional,Monochrome,OBD,None,31357.290759763007,1
Delhi,1.266294323219681,62,9,8,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,Mobile Oil Change,41149.66976201141,1
Bangalore,1.4267768759621244,36,0,9,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,20898.99187067881,1
Bangalore,0.7944082362153615,40,10,9,Casual,Cast Iron,Pastel,OBD,None,31771.617684246783,1
Pune,1.513666770279535,51,10,2,Casual,Cast Iron,Pastel,None,AC Clean,38728.074262106056,1
Pune,0.3,30,7,7,Western Formal,Traditional,Pastel,Dashcam,Mobile Oil Change,11883.181605396167,1
Mumbai,0.3,60,2,7,Casual,Smart Electric Pan,Pastel,Dashcam,AC Clean,9465.283152924329,1
Mumbai,0.3,46,13,4,Casual,Smart Electric Pan,Pastel,Dashcam,AC Clean,29322.462667568667,1
Delhi,0.9004216562568016,53,9,9,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,30979.75929571649,1
Mumbai,0.7480210653968655,39,5,8,Casual,Cast Iron,Monochrome,Battery Monitor,SOS,22615.490905333536,1
Bangalore,1.67358936711276,69,6,1,Saree/Traditional,Traditional,Vibrant,Battery Monitor,None,35575.962190149054,0
Pune,0.810802447770678,69,9,2,Western Formal,Smart Electric Pan,Vibrant,OBD,SOS,28762.9596886675,1
Mumbai,1.3640258087665602,64,0,2,Casual,Traditional,Pastel,None,SOS,18098.241645547936,0
Mumbai,1.687977945949846,53,13,8,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,SOS,48585.20048269049,1
Delhi,0.7882085546105305,26,5,1,Casual,Traditional,Vibrant,None,AC Clean,21363.967822306015,0
Ahmedabad,1.3788313260643053,56,6,4,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,28654.2069775547,1
Delhi,1.8011565293731167,68,5,10,Western Formal,Traditional,Monochrome,Dashcam,SOS,39374.97284731401,1
Bangalore,0.45710233511665965,36,3,5,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,19163.006897601383,1
Pune,1.2149114029467865,55,0,9,Casual,Smart Electric Pan,Vibrant,OBD,SOS,21707.20058410943,1
Delhi,0.7907793700804113,23,10,7,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,27181.99033819634,1
Mumbai,0.4953060705041169,69,8,8,Casual,Traditional,Monochrome,Battery Monitor,AC Clean,25569.045701966195,1
Pune,0.3,64,3,9,Western Formal,Cast Iron,Vibrant,OBD,Mobile Oil Change,15955.471098692393,1
Pune,0.1,32,6,7,Saree/Traditional,Traditional,Pastel,OBD,AC Clean,18498.211656848605,1
Mumbai,1.2360174034512073,37,6,5,Casual,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,30443.401217899573,1
Delhi,0.3,26,1,5,Casual,Smart Electric Pan,Vibrant,None,AC Clean,5666.933662742476,1
Mumbai,0.8695637855468177,49,0,10,Casual,Traditional,Vibrant,Dashcam,AC Clean,15656.91181345748,1
Ahmedabad,1.6879166441117384,21,7,6,Saree/Traditional,Cast Iron,Pastel,Dashcam,SOS,38322.11071159101,1
Pune,1.4694065780513614,67,7,5,Saree/Traditional,Traditional,Pastel,OBD,None,37948.1042266949,1
Hyderabad,0.8816954262371057,35,6,9,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,None,32600.218475382953,1
Hyderabad,2.2138142480152343,22,13,3,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,57978.86007055871,1
Bangalore,2.3358218483469964,37,14,3,Casual,Cast Iron,Vibrant,OBD,SOS,56812.099990309696,1
Mumbai,1.2156734589238354,40,14,7,Casual,Traditional,Monochrome,Dashcam,None,53823.40179047002,1
Mumbai,0.3,28,14,7,Western Formal,Smart Electric Pan,Vibrant,None,None,34248.695835233215,1
Bangalore,1.7318689182097557,54,14,6,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,55937.44509033803,1
Bangalore,0.3,39,7,3,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,18108.821548941753,1
Bangalore,2.0856876664320394,21,2,7,Saree/Traditional,Traditional,Vibrant,Battery Monitor,None,38383.50252050875,1
Pune,1.850150940445379,46,10,5,Saree/Traditional,Traditional,Monochrome,None,None,46726.786500033566,1
Ahmedabad,2.2645275024828124,61,1,7,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,41279.00026395013,1
Mumbai,1.356159335020636,51,6,2,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,30510.180040264753,1
Pune,0.9831685396908971,30,7,6,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,31215.651357034523,1
Bangalore,0.9299393197858656,59,0,8,Western Formal,Cast Iron,Pastel,OBD,None,20057.30094615917,1
Mumbai,0.8722438973814617,26,11,1,Western Formal,Smart Electric Pan,Monochrome,None,SOS,37021.46311805271,1
Pune,1.7886411922048215,59,9,4,Western Formal,Cast Iron,Vibrant,None,SOS,47725.44597397966,1
Ahmedabad,1.6273628937035267,48,8,1,Casual,Cast Iron,Monochrome,None,None,36139.647071073596,1
Pune,1.2721353800605277,24,14,1,Casual,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,49400.26925081651,1
Ahmedabad,0.7666912152438166,21,12,10,Saree/Traditional,Traditional,Monochrome,OBD,SOS,39093.14510217855,1
Bangalore,2.7775275787801634,36,14,8,Western Formal,Traditional,Monochrome,Dashcam,None,70979.69353253648,1
Ahmedabad,1.747424768377722,59,10,7,Casual,Traditional,Pastel,Battery Monitor,None,48274.001799462276,1
Mumbai,0.3,47,3,10,Casual,Traditional,Pastel,None,AC Clean,13424.830316469837,1
Bangalore,0.8902463904377238,48,13,1,Western Formal,Smart Electric Pan,Vibrant,OBD,None,35753.83026611155,1
Mumbai,1.7590656584452233,52,11,2,Casual,Cast Iron,Pastel,None,SOS,45880.46924021005,1
Hyderabad,0.7202766472603896,38,13,4,Casual,Cast Iron,Pastel,Dashcam,Mobile Oil Change,39668.53157452499,1
Delhi,1.4109287752955333,48,3,1,Western Formal,Smart Electric Pan,Pastel,Dashcam,AC Clean,27207.087172382693,0
Ahmedabad,1.7704777802016887,36,2,3,Casual,Traditional,Pastel,OBD,None,32202.320358411354,0
Delhi,0.3,48,5,8,Western Formal,Cast Iron,Pastel,Battery Monitor,AC Clean,16880.425927781587,1
Delhi,1.1351773801264498,49,0,8,Casual,Smart Electric Pan,Vibrant,Dashcam,None,18223.885910721863,1
Ahmedabad,1.158725492139073,19,5,8,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,23140.419585585634,1
Bangalore,0.9527565265897262,69,1,6,Casual,Traditional,Pastel,Dashcam,AC Clean,20797.508241453837,1
Hyderabad,1.3810170809676245,27,8,6,Casual,Smart Electric Pan,Pastel,Dashcam,None,39503.58916495608,1
Mumbai,1.5945117644975246,19,1,5,Western Formal,Cast Iron,Vibrant,None,Mobile Oil Change,27683.308806768015,1
Pune,1.2852305665947654,19,6,9,Casual,Cast Iron,Monochrome,None,SOS,30407.745371530295,1
Mumbai,0.9757035635703406,41,11,4,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,None,41498.01009457541,1
Pune,1.5795727798705617,34,0,10,Western Formal,Cast Iron,Monochrome,OBD,Mobile Oil Change,26670.13598455307,1
Mumbai,1.2294320455646142,49,11,7,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,41786.23518827701,1
Ahmedabad,1.061579752082713,33,6,1,Saree/Traditional,Cast Iron,Pastel,OBD,AC Clean,25014.251291456592,0
Hyderabad,0.41263236879664844,33,4,9,Casual,Traditional,Vibrant,Dashcam,None,12940.329622969135,1
Pune,0.3,63,7,7,Saree/Traditional,Cast Iron,Pastel,None,SOS,21668.898881408215,1
Bangalore,0.4012621243715577,56,3,10,Saree/Traditional,Traditional,Monochrome,None,None,10916.506174098275,1
Mumbai,1.366997436732129,48,14,9,Casual,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,49992.0768350806,1
Mumbai,1.1525527514361888,60,11,7,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,SOS,40584.12092133133,1
Pune,0.3118295410755221,41,14,2,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,27318.153502174133,1
Bangalore,1.5875506954762866,18,9,6,Western Formal,Cast Iron,Vibrant,Battery Monitor,AC Clean,38524.009374923386,1
Bangalore,2.024585707907457,28,6,10,Saree/Traditional,Cast Iron,Vibrant,OBD,None,42857.478506440544,1
Ahmedabad,0.8409038299701985,38,5,4,Western Formal,Traditional,Monochrome,Dashcam,Mobile Oil Change,21330.875891539574,1
Ahmedabad,0.3,21,4,3,Casual,Smart Electric Pan,Monochrome,None,Mobile Oil Change,8310.796565513509,1
Ahmedabad,0.7745241690588524,24,3,2,Western Formal,Traditional,Monochrome,None,None,14442.438916468116,0
Ahmedabad,1.7126763760768164,43,14,6,Saree/Traditional,Cast Iron,Monochrome,OBD,SOS,53517.860958079706,1
Ahmedabad,1.5291179151208643,64,6,8,Casual,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,42905.63868617079,1
Ahmedabad,0.6465403883931127,67,11,6,Western Formal,Traditional,Monochrome,Dashcam,None,34921.04990865353,1
Hyderabad,2.112703282658845,29,4,9,Casual,Traditional,Monochrome,None,AC Clean,42972.10853069293,1
Bangalore,2.008968039555839,48,4,5,Saree/Traditional,Traditional,Pastel,OBD,AC Clean,42719.546195321935,1
Ahmedabad,0.7601963620340153,34,14,2,Western Formal,Cast Iron,Vibrant,Battery Monitor,None,40869.33576260823,1
Bangalore,0.75402599822102,50,0,8,Casual,Cast Iron,Vibrant,None,Mobile Oil Change,13595.450145111152,1
Bangalore,0.8443032375723063,28,1,9,Casual,Cast Iron,Monochrome,Dashcam,None,18838.23608036775,1
Delhi,0.8956003347668724,45,4,10,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,None,27567.69870865253,1
Hyderabad,1.770322804757066,49,12,4,Casual,Cast Iron,Monochrome,OBD,Mobile Oil Change,53098.25966299981,1
Ahmedabad,1.4551974362859563,18,2,6,Casual,Cast Iron,Pastel,Dashcam,SOS,31200.179376127027,0
Mumbai,1.7262472616103524,64,13,10,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,SOS,50212.67671284296,1
Pune,1.60413908591202,45,12,8,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,52387.24100846202,1
Mumbai,2.2287162409162393,59,1,9,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,SOS,44404.97434234847,1
Hyderabad,0.5643686737145157,24,13,5,Saree/Traditional,Smart Electric Pan,Pastel,OBD,None,38345.81335529457,1
Pune,1.4282151182303497,19,13,6,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,43966.66062404937,1
Hyderabad,0.3,59,3,4,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,7489.071080909238,1
Bangalore,0.4098266555418849,41,3,5,Western Formal,Traditional,Vibrant,OBD,SOS,14943.07688120905,1
Pune,1.1550879684390918,21,3,7,Saree/Traditional,Traditional,Pastel,None,None,29950.821437235605,1
Bangalore,1.4509239676527215,61,3,9,Casual,Traditional,Pastel,Battery Monitor,AC Clean,31442.363468341446,1
Mumbai,1.1389105547822582,36,2,10,Western Formal,Traditional,Pastel,Dashcam,Mobile Oil Change,23978.724825267855,1
Mumbai,0.859684548712393,43,12,6,Casual,Cast Iron,Pastel,None,SOS,36624.701230912346,1
Pune,0.9663492735041773,28,11,6,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,None,39756.7157023874,1
Pune,2.0216645858544626,57,6,8,Saree/Traditional,Cast Iron,Monochrome,OBD,Mobile Oil Change,43360.146048679184,1
Ahmedabad,0.9695806932719157,67,8,4,Casual,Smart Electric Pan,Pastel,OBD,None,31986.574369278613,1
Hyderabad,2.249544973226117,60,11,3,Casual,Smart Electric Pan,Monochrome,Battery Monitor,None,54352.08529444792,1
Ahmedabad,1.67641024412468,28,4,7,Casual,Cast Iron,Vibrant,Battery Monitor,None,32481.139704858837,1
Hyderabad,1.474522407688938,62,3,5,Western Formal,Traditional,Vibrant,OBD,Mobile Oil Change,26617.762768291996,1
Ahmedabad,0.48384185380740263,20,10,2,Saree/Traditional,Cast Iron,Monochrome,None,AC Clean,27633.55574968093,1
Bangalore,1.7611428968397762,29,1,2,Casual,Cast Iron,Pastel,Battery Monitor,None,20900.932555111365,0
Pune,0.9037376533509004,20,1,6,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,19193.853001747677,1
Mumbai,0.4833361451965801,59,4,8,Casual,Smart Electric Pan,Pastel,OBD,AC Clean,17138.182304836126,1
Hyderabad,1.5077061678476265,44,6,1,Saree/Traditional,Smart Electric Pan,Pastel,None,SOS,36653.84190746302,1
Hyderabad,0.36723236366007617,66,9,6,Western Formal,Traditional,Monochrome,None,SOS,25912.878048961575,1
Mumbai,0.7426551227222506,19,9,2,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,28273.68961823571,1
Ahmedabad,1.1939304531186532,66,8,2,Casual,Cast Iron,Vibrant,None,SOS,29906.862972001967,1
Hyderabad,2.5310528544688364,33,12,7,Saree/Traditional,Traditional,Monochrome,None,SOS,59326.085730279636,1
Bangalore,0.7878505465245074,19,6,10,Western Formal,Cast Iron,Pastel,None,AC Clean,24682.863039304157,1
Pune,0.9250700884196548,47,4,1,Western Formal,Cast Iron,Pastel,OBD,Mobile Oil Change,24081.834063958868,0
Mumbai,1.639407032652987,37,9,6,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,SOS,48497.220859259935,1
Pune,0.45702258697437237,55,9,7,Casual,Traditional,Monochrome,Dashcam,SOS,26845.01229626961,1
Hyderabad,1.465683828612549,45,9,8,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,39617.60061306558,1
Hyderabad,1.9235560845699526,42,5,7,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,39198.268847502004,1
Mumbai,1.0157430691733391,49,10,6,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,34319.119837868595,1
Bangalore,1.8156925688381191,27,11,9,Western Formal,Cast Iron,Monochrome,Dashcam,AC Clean,53755.732075895576,1
Delhi,1.3748699539270837,59,2,3,Western Formal,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,24047.291405542688,0
Mumbai,0.7615908217177316,57,4,6,Casual,Traditional,Pastel,Battery Monitor,AC Clean,20892.80184593568,1
Delhi,1.0813171884620962,50,7,4,Casual,Smart Electric Pan,Monochrome,OBD,None,34454.15347303156,1
Ahmedabad,0.9721455960118547,30,0,2,Casual,Traditional,Monochrome,None,None,13679.750865822805,0
Delhi,1.1474170453101133,58,11,1,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,Mobile Oil Change,39082.437395741814,1
Bangalore,1.291630739531897,59,0,1,Western Formal,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,22475.825951319322,0
Ahmedabad,1.5529199609831141,64,6,10,Saree/Traditional,Cast Iron,Pastel,OBD,None,38284.12534084567,1
Delhi,1.5052009497522814,54,13,3,Western Formal,Smart Electric Pan,Pastel,None,AC Clean,53040.36764865774,1
Ahmedabad,0.3,33,4,4,Western Formal,Traditional,Pastel,Dashcam,AC Clean,18296.359659496768,0
Delhi,1.1416150867367838,62,13,2,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,42113.51755005238,1
Bangalore,0.3,39,4,1,Casual,Cast Iron,Pastel,OBD,Mobile Oil Change,9688.549424631288,0
Delhi,1.0345636485196046,37,0,4,Saree/Traditional,Traditional,Pastel,OBD,Mobile Oil Change,14848.778891678,0
Delhi,1.125726247313448,67,8,7,Saree/Traditional,Cast Iron,Pastel,None,None,34723.81728224465,1
Delhi,1.7856890148508253,60,0,10,Western Formal,Traditional,Pastel,OBD,SOS,27515.24357562201,1
Mumbai,1.1819307197399402,44,4,6,Saree/Traditional,Traditional,Vibrant,OBD,Mobile Oil Change,28135.786684346916,1
Mumbai,1.355530811005956,58,9,6,Casual,Smart Electric Pan,Monochrome,OBD,AC Clean,43997.24879593003,1
Mumbai,1.6758338283944574,33,8,9,Saree/Traditional,Traditional,Monochrome,None,SOS,500000.0,1
Bangalore,1.93665135589158,51,13,2,Western Formal,Cast Iron,Pastel,OBD,AC Clean,53192.92702219284,1
Ahmedabad,1.1261916459858536,49,14,4,Casual,Traditional,Pastel,Battery Monitor,SOS,46252.453888318414,1
Hyderabad,1.2565076650082452,43,3,5,Casual,Cast Iron,Pastel,None,None,27822.12165355365,0
Delhi,1.206013981345352,42,12,1,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,SOS,500000.0,1
Delhi,0.8744406213413543,19,7,8,Saree/Traditional,Cast Iron,Pastel,None,AC Clean,27550.906795877476,1
Bangalore,0.7385308659345662,29,5,8,Western Formal,Traditional,Vibrant,Battery Monitor,SOS,28959.82595957408,1
Delhi,0.3,57,10,6,Saree/Traditional,Cast Iron,Pastel,None,None,25876.335564829402,1
Mumbai,0.5540034392854022,26,14,5,Saree/Traditional,Cast Iron,Pastel,Dashcam,AC Clean,500000.0,1
Hyderabad,0.3,29,2,8,Casual,Traditional,Monochrome,OBD,Mobile Oil Change,10724.462648563835,1
Pune,1.9531190906719513,43,3,3,Western Formal,Cast Iron,Pastel,OBD,SOS,30549.0245604203,0
Delhi,1.313049604978457,26,1,3,Casual,Traditional,Vibrant,None,AC Clean,17123.177971209116,0
Mumbai,1.1244366162318997,27,0,2,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,SOS,20613.362949593346,0
Pune,0.769508888351351,49,12,5,Western Formal,Cast Iron,Vibrant,Dashcam,None,35129.21831698204,1
Hyderabad,1.2178675579407743,51,13,3,Casual,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,44424.644020703185,1
Pune,0.6912120734067995,65,7,3,Western Formal,Cast Iron,Vibrant,OBD,Mobile Oil Change,27641.835835854516,1
Mumbai,1.304411133972362,37,0,6,Western Formal,Cast Iron,Monochrome,OBD,Mobile Oil Change,22984.588582841345,0
Ahmedabad,1.347440389752812,56,13,8,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,SOS,49010.91203162448,1
Ahmedabad,0.6831697785859537,19,12,2,Western Formal,Cast Iron,Vibrant,None,None,33419.4739911995,1
Pune,0.6717228211065565,18,10,4,Western Formal,Cast Iron,Pastel,None,None,33535.03657408974,1
Bangalore,1.7773196127570703,68,0,7,Casual,Smart Electric Pan,Monochrome,Battery Monitor,SOS,34780.13620956166,1
Pune,1.1682840274252198,53,3,1,Casual,Cast Iron,Monochrome,OBD,AC Clean,23922.972479932563,0
Delhi,0.7313877424410655,41,9,1,Western Formal,Traditional,Pastel,Battery Monitor,AC Clean,28043.72403243494,1
Delhi,0.9776962189862886,44,11,10,Saree/Traditional,Cast Iron,Vibrant,OBD,SOS,39425.923319984264,1
Ahmedabad,0.5936435479760357,19,9,7,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,27588.077235444547,1
Bangalore,1.1596898516028498,48,14,7,Casual,Cast Iron,Monochrome,None,AC Clean,44194.50633701368,1
Mumbai,1.698976984598681,31,5,1,Western Formal,Smart Electric Pan,Vibrant,Dashcam,AC Clean,38029.663051822434,0
Delhi,1.1833975994434431,19,8,1,Western Formal,Traditional,Monochrome,OBD,SOS,31354.174906652617,1
Ahmedabad,2.6181800662052304,46,0,4,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,39502.88666039615,0
Hyderabad,1.452815740829401,32,6,5,Saree/Traditional,Cast Iron,Vibrant,None,None,37287.346875012874,1
Ahmedabad,1.3379726687053273,29,9,5,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,41194.91880213203,1
Delhi,0.6550187214205165,54,10,4,Casual,Smart Electric Pan,Vibrant,None,AC Clean,36425.695428998515,1
Delhi,1.0568799318943998,45,4,8,Western Formal,Traditional,Pastel,Dashcam,SOS,29912.190531243254,1
Ahmedabad,0.7325916941797846,37,11,7,Casual,Smart Electric Pan,Monochrome,None,None,36069.95821518919,1
Mumbai,0.3,56,14,9,Western Formal,Cast Iron,Vibrant,None,AC Clean,36214.03268620917,1
Pune,1.7845573332772844,41,7,7,Casual,Cast Iron,Pastel,Battery Monitor,None,41724.709181088314,1
Delhi,0.8931296666698614,38,13,10,Western Formal,Smart Electric Pan,Vibrant,Dashcam,None,42483.5901107431,1
Ahmedabad,0.7437599554000163,27,6,1,Saree/Traditional,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,24185.325128501554,1
